name,size_numeric,type,sub_race,ethics,morale,armor_class,hit_points,hit_dice_count,strength,dexterity,constitution,intelligence,wisdom,charisma,strength_save,dexterity_save,constitution_save,intelligence_save,wisdom_save,charisma_save,perception,damage_vulnerabilities,damage_resistances,damage_immunities,condition_immunities,passive_perception,sense_darkvision_m,sense_blindsight_m,sense_tremorsense_m,sense_truesight_m,lang_telepathy_m,languages_count,cr,actions_count,reactions_count,legendary_actions_count,special_abilities_count,spell_list_count,speed.walk,speed.swim,skills.history,skills.perception,skills.medicine,skills.religion,speed.fly,skills.stealth,speed.burrow,skills.persuasion,skills.insight,speed.climb,skills.deception,skills.arcana,speed.hover,skills.athletics,skills.acrobatics,skills.survival,skills.investigation,skills.nature,skills.intimidation,skills.performance
Domovoi,3,Fey,Fey,-1,0,15,93,11,19,13,18,6,10,16,4.0,1.0,4.0,-2.0,0.0,3.0,2.0,0,0,2,0,12,18.0,0.0,0.0,0.0,0.0,3,4.0,2,0,0,1,0,30.0,0.0,-2,2,0,-2,0.0,1,0.0,3,0,0.0,3,-2,0,4,1,0,-2,-2,5,3
Doppelrat,1,Monstrosity,Monstrosity,0,0,13,22,5,2,17,14,2,13,2,-4.0,5.0,2.0,-4.0,1.0,-4.0,1.0,0,0,0,0,11,18.0,0.0,0.0,0.0,0.0,1,2.0,3,0,0,2,0,15.0,15.0,-4,1,1,-4,0.0,5,0.0,-4,1,15.0,-4,-4,0,-4,3,1,-4,-4,-4,-4
Dorreq,3,Aberration,Aberration,0,-1,15,93,17,19,19,13,11,8,6,4.0,6.0,1.0,0.0,-1.0,-2.0,3.0,0,3,0,0,13,18.0,0.0,0.0,0.0,0.0,1,4.0,4,0,0,1,0,20.0,0.0,0,3,-1,0,0.0,8,0.0,-2,-1,15.0,-2,0,0,4,4,-1,0,0,-2,-2
Adult Cave Dragon,5,Dragon,Dragon,0,-1,18,243,18,26,12,24,12,12,20,8.0,6.0,12.0,1.0,6.0,10.0,10.0,0,0,3,1,20,0.0,36.0,0.0,0.0,0.0,5,16.0,6,1,4,6,0,40.0,0.0,1,10,1,1,0.0,1,40.0,5,1,40.0,5,1,0,8,1,1,1,1,5,5
Young Cave Dragon,4,Dragon,Dragon,0,-1,17,157,15,22,12,20,10,12,18,6.0,1.0,4.0,8.0,4.0,7.0,4.0,0,0,3,1,14,0.0,36.0,0.0,0.0,0.0,3,8.0,4,1,0,2,0,40.0,0.0,0,4,1,0,20.0,4,0.0,4,1,20.0,4,0,0,6,1,1,0,0,4,4
Cave Dragon Wyrmling,3,Dragon,Dragon,0,-1,16,75,10,19,12,17,8,10,12,4.0,3.0,5.0,-1.0,0.0,3.0,2.0,0,0,3,1,12,0.0,36.0,0.0,0.0,0.0,1,2.0,2,0,0,2,0,30.0,0.0,-1,2,0,-1,20.0,5,20.0,1,0,0.0,1,-1,0,4,1,0,-1,-1,1,1
Ancient Flame Dragon,6,Dragon,Dragon,-1,-1,22,481,26,23,14,27,19,16,22,6.0,9.0,15.0,10.0,3.0,13.0,17.0,0,0,1,0,27,36.0,18.0,0.0,0.0,0.0,6,24.0,7,0,3,4,0,40.0,0.0,4,17,3,4,80.0,9,0.0,13,10,40.0,13,4,0,6,2,3,4,4,6,6
Adult Flame Dragon,5,Dragon,Dragon,-1,-1,19,212,17,19,14,23,17,14,20,4.0,7.0,11.0,3.0,7.0,10.0,12.0,0,0,1,0,22,36.0,18.0,0.0,0.0,0.0,6,16.0,7,0,3,2,0,40.0,0.0,3,12,2,3,80.0,7,0.0,10,7,40.0,10,3,0,4,2,2,3,3,5,5
Young Flame Dragon,4,Dragon,Dragon,-1,-1,18,161,17,15,14,19,15,13,18,2.0,6.0,8.0,2.0,5.0,8.0,9.0,0,0,1,0,19,36.0,9.0,0.0,0.0,0.0,6,9.0,4,0,0,1,0,40.0,0.0,2,9,1,2,80.0,6,0.0,8,5,40.0,8,2,0,2,2,1,2,2,4,4
Flame Dragon Wyrmling,3,Dragon,Dragon,-1,-1,17,52,8,12,14,15,13,12,16,1.0,4.0,4.0,1.0,3.0,5.0,5.0,0,0,1,0,15,36.0,9.0,0.0,0.0,0.0,3,3.0,2,0,0,0,0,30.0,0.0,1,5,1,1,60.0,4,0.0,5,3,30.0,5,1,0,1,2,1,1,1,3,3
Ancient Mithral Dragon,6,Dragon,Dragon,0,0,20,297,17,29,16,25,24,25,24,9.0,9.0,13.0,13.0,13.0,13.0,13.0,0,3,2,1,23,36.0,18.0,0.0,0.0,0.0,4,18.0,6,0,3,4,0,40.0,0.0,13,13,7,7,80.0,3,0.0,13,13,0.0,7,7,0,15,3,7,7,7,13,7
Adult Mithral Dragon,5,Dragon,Dragon,0,0,18,184,16,27,18,21,20,21,20,8.0,9.0,10.0,10.0,10.0,10.0,10.0,0,3,2,1,20,36.0,18.0,0.0,0.0,0.0,4,14.0,6,0,3,3,0,40.0,0.0,10,10,5,5,80.0,4,0.0,10,10,0.0,5,5,0,13,4,5,5,5,5,5
Young Mithral Dragon,3,Dragon,Dragon,0,0,16,92,16,13,22,13,14,15,14,1.0,9.0,4.0,2.0,5.0,5.0,5.0,0,3,2,1,15,36.0,18.0,0.0,0.0,0.0,4,6.0,4,0,0,1,0,50.0,0.0,2,5,2,2,60.0,6,0.0,5,5,0.0,2,2,0,1,6,2,2,2,2,2
Ancient Sea Dragon,6,Dragon,Dragon,0,-1,22,481,26,29,10,27,19,17,21,9.0,7.0,15.0,4.0,10.0,12.0,17.0,0,0,1,0,27,36.0,18.0,0.0,0.0,0.0,4,22.0,6,0,3,5,0,40.0,80.0,4,17,3,4,80.0,7,0.0,5,3,0.0,5,4,0,9,0,3,4,4,5,5
Adult Sea Dragon,5,Dragon,Dragon,0,-1,19,225,18,25,10,23,17,15,19,7.0,5.0,11.0,3.0,7.0,9.0,12.0,0,0,1,0,22,36.0,18.0,0.0,0.0,0.0,2,16.0,6,0,3,3,0,40.0,60.0,3,12,2,3,80.0,5,0.0,4,2,0.0,4,3,0,7,0,2,3,3,4,4
Young Sea Dragon,4,Dragon,Dragon,0,-1,18,152,16,21,10,19,15,13,17,5.0,4.0,8.0,2.0,5.0,7.0,9.0,0,0,1,0,19,36.0,9.0,0.0,0.0,0.0,2,9.0,4,0,0,2,0,40.0,50.0,2,9,1,2,80.0,4,0.0,3,1,0.0,3,2,0,5,0,1,2,2,3,3
Sea Dragon Wyrmling,3,Dragon,Dragon,0,-1,17,52,8,17,10,15,13,11,15,3.0,2.0,4.0,1.0,2.0,4.0,4.0,0,0,1,0,14,18.0,3.0,0.0,0.0,0.0,3,2.0,2,0,0,0,0,30.0,40.0,1,4,0,1,60.0,2,0.0,2,0,0.0,2,1,0,3,0,0,1,1,2,2
Ancient Void Dragon,6,Dragon,Dragon,-1,0,22,448,23,28,10,29,18,15,23,9.0,7.0,16.0,4.0,9.0,13.0,16.0,0,0,1,2,26,36.0,18.0,0.0,0.0,0.0,6,24.0,9,1,4,6,0,40.0,0.0,18,16,2,4,80.0,7,0.0,13,2,0.0,6,18,1,9,0,2,4,4,6,6
Adult Void Dragon,5,Dragon,Dragon,-1,0,19,229,17,24,10,25,16,13,21,7.0,5.0,12.0,3.0,6.0,10.0,11.0,0,0,1,2,21,36.0,18.0,0.0,0.0,0.0,3,14.0,9,1,4,3,0,40.0,0.0,13,11,1,3,80.0,5,0.0,10,1,0.0,5,13,1,7,0,1,3,3,5,5
Young Void Dragon,4,Dragon,Dragon,-1,0,18,157,15,20,10,21,14,11,19,5.0,4.0,9.0,2.0,4.0,8.0,8.0,0,0,1,2,18,36.0,9.0,0.0,0.0,0.0,3,9.0,7,1,0,2,0,40.0,0.0,10,8,0,2,80.0,4,0.0,8,0,0.0,4,10,1,5,0,0,2,2,4,4
Void Dragon Wyrmling,3,Dragon,Dragon,-1,0,17,45,6,16,10,17,12,9,17,3.0,4.0,5.0,1.0,1.0,5.0,3.0,0,0,1,0,13,36.0,9.0,0.0,0.0,0.0,3,2.0,4,1,0,2,0,30.0,0.0,1,3,-1,1,60.0,2,0.0,3,-1,0.0,3,1,1,3,0,-1,1,1,3,3
Ancient Wind Dragon,6,Dragon,Dragon,-1,0,20,425,23,28,19,26,18,17,20,9.0,11.0,15.0,4.0,10.0,12.0,17.0,0,3,2,4,27,18.0,3.0,0.0,0.0,0.0,5,22.0,6,0,3,7,0,40.0,0.0,4,17,3,4,120.0,11,0.0,5,3,0.0,5,11,0,9,11,3,4,4,12,5
Adult Wind Dragon,5,Dragon,Dragon,-1,0,19,237,19,24,19,22,16,15,18,7.0,10.0,12.0,3.0,8.0,10.0,14.0,0,0,1,4,24,18.0,3.0,0.0,0.0,0.0,3,17.0,6,0,3,6,0,40.0,0.0,3,14,2,3,90.0,10,0.0,4,2,0.0,4,3,0,7,10,2,3,3,10,4
Young Wind Dragon,4,Dragon,Dragon,-1,0,17,150,16,20,19,18,14,13,16,5.0,7.0,7.0,2.0,4.0,6.0,7.0,0,0,1,4,17,18.0,3.0,0.0,0.0,0.0,3,6.0,4,0,0,3,0,40.0,0.0,2,7,1,2,90.0,7,0.0,3,1,0.0,3,2,0,5,4,1,2,2,3,3
Wyrmling Wind Dragon,3,Dragon,Dragon,-1,0,14,45,7,16,19,14,12,11,14,3.0,6.0,4.0,1.0,2.0,4.0,4.0,0,0,1,3,14,18.0,3.0,0.0,0.0,0.0,2,1.0,2,0,0,0,0,40.0,0.0,1,4,0,1,80.0,6,0.0,2,0,0.0,2,1,0,3,4,0,1,1,2,2
Dragon Eel,5,Dragon,Dragon,0,0,18,230,20,26,12,20,14,13,14,12.0,5.0,5.0,6.0,5.0,6.0,6.0,0,0,1,2,16,18.0,0.0,0.0,0.0,0.0,3,12.0,4,0,0,3,0,20.0,60.0,2,6,1,2,0.0,1,0.0,2,5,0.0,2,2,0,12,5,1,2,2,2,2
Dragonleaf Tree,4,Plant,Plant,0,0,16,152,16,16,10,19,3,12,17,3.0,0.0,4.0,-4.0,1.0,3.0,1.0,0,0,10,2,11,0.0,36.0,0.0,0.0,0.0,1,8.0,3,0,0,2,0,5.0,0.0,-4,1,1,-4,0.0,0,0.0,3,1,0.0,3,-4,0,3,0,1,-4,-4,3,3
Alehouse Drake,1,Dragon,Dragon,-1,0,13,65,10,7,16,19,11,12,16,-2.0,5.0,4.0,0.0,1.0,3.0,1.0,0,0,0,2,11,18.0,0.0,0.0,0.0,0.0,2,0.5,4,0,0,2,0,40.0,0.0,0,1,1,0,80.0,3,0.0,5,3,0.0,5,0,0,-2,3,1,0,0,3,3
Ash Drake,2,Dragon,Dragon,0,-1,16,117,18,14,15,16,9,15,10,2.0,4.0,3.0,-1.0,2.0,0.0,2.0,0,1,0,2,12,18.0,0.0,0.0,0.0,0.0,2,4.0,5,0,0,0,0,30.0,0.0,-1,2,2,-1,60.0,4,0.0,0,2,0.0,0,-1,0,2,2,2,-1,-1,0,0
Coral Drake,3,Dragon,Dragon,0,-1,16,127,15,19,1,18,10,13,10,4.0,6.0,4.0,0.0,1.0,0.0,4.0,0,1,0,4,17,36.0,0.0,0.0,0.0,0.0,1,7.0,5,0,0,2,0,30.0,60.0,0,4,1,0,0.0,6,0.0,0,1,0.0,0,0,0,4,6,1,0,0,0,0
Crimson Drake,1,Dragon,Dragon,-1,-1,14,54,12,10,14,14,8,9,14,0.0,4.0,2.0,-1.0,-1.0,2.0,1.0,0,0,1,2,11,18.0,0.0,0.0,0.0,18.0,3,1.0,4,0,0,1,0,15.0,0.0,-1,1,-1,-1,80.0,2,0.0,2,-1,0.0,2,-1,0,0,4,-1,-1,-1,2,2
Deep Drake,4,Dragon,Dragon,-1,-1,17,150,20,21,19,14,11,14,12,5.0,8.0,6.0,0.0,2.0,1.0,6.0,0,0,1,2,16,36.0,18.0,0.0,0.0,0.0,4,9.0,5,0,0,1,0,50.0,0.0,0,6,2,0,100.0,4,0.0,1,6,30.0,1,0,0,9,4,2,0,0,1,1
Elder Shadow Drake,4,Dragon,Dragon,-1,-1,16,114,12,22,13,18,8,9,13,6.0,4.0,7.0,-1.0,-1.0,4.0,5.0,-1,0,1,2,15,36.0,0.0,0.0,0.0,0.0,3,7.0,4,0,0,3,0,20.0,0.0,-1,5,-1,-1,60.0,7,0.0,1,-1,0.0,1,-1,0,6,1,-1,-1,-1,1,1
Paper Drake,2,Dragon,Dragon,0,0,13,78,12,7,17,16,10,12,13,-2.0,3.0,3.0,0.0,1.0,1.0,1.0,0,0,0,2,11,18.0,0.0,0.0,0.0,0.0,4,2.0,4,0,0,2,0,40.0,0.0,0,1,1,0,100.0,3,0.0,1,1,0.0,1,0,0,-2,3,1,0,0,1,1
Rust Drake,3,Dragon,Dragon,-1,-1,17,161,19,20,15,19,12,8,8,5.0,2.0,4.0,1.0,-1.0,-1.0,3.0,-1,0,1,2,13,18.0,0.0,0.0,0.0,0.0,2,8.0,5,0,0,0,0,30.0,0.0,1,3,-1,1,100.0,5,5.0,-1,-1,0.0,-1,1,0,5,2,-1,1,1,-1,-1
Star Drake,4,Dragon,Dragon,0,0,19,189,18,20,17,21,16,24,20,5.0,8.0,10.0,8.0,12.0,10.0,12.0,0,0,5,4,22,0.0,0.0,0.0,36.0,0.0,7,15.0,5,0,3,5,0,40.0,0.0,8,12,7,8,100.0,3,0.0,5,12,0.0,5,8,0,5,3,7,3,3,5,5
Drakon,4,Beast,Beast,0,0,16,105,14,14,19,15,2,12,10,2.0,4.0,2.0,-4.0,1.0,0.0,4.0,0,1,0,1,14,18.0,0.0,0.0,0.0,0.0,1,5.0,4,0,0,1,0,30.0,40.0,-4,4,1,-4,60.0,7,0.0,0,1,0.0,0,-4,0,2,4,1,-4,-4,0,0
Dream Eater,3,Fiend,Fiend,1,-1,15,75,10,15,18,17,16,13,20,2.0,4.0,3.0,3.0,1.0,5.0,1.0,0,6,1,1,11,18.0,0.0,0.0,0.0,30.0,5,5.0,6,0,0,2,0,30.0,0.0,3,1,1,3,20.0,4,0.0,8,4,0.0,8,3,0,2,4,1,3,3,5,5
Drowned Maiden,3,Undead,Undead,0,-1,15,90,20,15,16,10,10,12,18,2.0,3.0,6.0,0.0,1.0,7.0,1.0,0,3,2,5,11,18.0,0.0,0.0,0.0,0.0,1,5.0,5,0,0,2,0,30.0,40.0,0,1,1,0,0.0,3,0.0,4,1,0.0,4,0,0,2,3,1,0,0,4,4
Duskthorn Dryad,3,Fey,Fey,-1,0,17,77,14,10,20,13,14,15,24,0.0,5.0,3.0,2.0,4.0,7.0,4.0,0,0,0,0,15,18.0,0.0,0.0,0.0,0.0,4,3.0,2,0,0,5,0,30.0,0.0,2,4,2,2,0.0,7,0.0,9,2,0.0,9,2,0,0,5,2,2,6,7,7
Dullahan,4,Fey,Fey,1,-1,17,178,17,19,18,20,13,15,17,4.0,4.0,5.0,1.0,2.0,3.0,6.0,0,3,1,3,16,0.0,18.0,0.0,0.0,0.0,3,11.0,3,1,0,4,0,60.0,0.0,1,6,2,1,0.0,4,0.0,7,2,0.0,3,1,0,4,4,6,1,1,7,3
Dune Mimic,5,Monstrosity,shapechanger,0,0,13,168,16,20,8,18,9,13,10,5.0,-1.0,4.0,-1.0,1.0,0.0,4.0,0,0,1,1,14,18.0,0.0,9.0,0.0,0.0,1,8.0,3,0,0,4,0,10.0,0.0,-1,4,1,-1,0.0,-1,0.0,0,1,0.0,0,-1,0,5,-1,1,-1,-1,0,0
Eala,2,Monstrosity,Monstrosity,0,0,15,40,9,10,16,12,2,12,16,0.0,5.0,1.0,-4.0,1.0,3.0,1.0,0,0,1,0,11,18.0,0.0,0.0,0.0,0.0,1,2.0,3,1,0,0,0,10.0,0.0,-4,1,1,-4,60.0,3,0.0,3,1,0.0,3,-4,0,0,3,1,-4,-4,3,3
Eater Of Dust (Yakat-Shi),3,Aberration,Aberration,0,-1,17,114,12,20,14,20,10,15,17,9.0,2.0,9.0,0.0,2.0,7.0,6.0,0,2,4,3,16,0.0,18.0,0.0,0.0,30.0,6,9.0,2,0,0,4,0,30.0,0.0,0,6,2,0,0.0,2,0.0,3,2,0.0,3,0,0,9,2,2,0,0,3,3
Edimmu,3,Undead,Undead,-1,-1,15,75,10,1,19,16,12,13,13,-5.0,4.0,3.0,1.0,1.0,1.0,1.0,0,8,2,10,11,0.0,18.0,0.0,0.0,0.0,1,4.0,1,0,0,2,0,0.0,0.0,1,1,1,1,60.0,4,0.0,1,1,0.0,1,1,1,-5,4,1,1,1,1,1
Eel Hound,3,Fey,Fey,0,0,14,77,14,19,16,13,6,13,16,4.0,3.0,1.0,-2.0,1.0,3.0,3.0,0,0,0,0,13,18.0,0.0,0.0,0.0,0.0,1,2.0,1,0,0,4,0,30.0,40.0,-2,3,1,-2,0.0,5,0.0,3,1,0.0,3,-2,0,4,3,1,-2,-2,3,3
Einherjar,3,Humanoid,Humanoid,-1,0,18,119,14,19,16,19,10,14,11,4.0,3.0,4.0,0.0,2.0,0.0,5.0,0,1,0,0,15,18.0,0.0,0.0,18.0,0.0,2,7.0,3,0,0,7,0,30.0,0.0,0,5,2,0,0.0,3,0.0,0,2,0.0,0,0,0,4,3,2,0,0,6,0
Eleinomae,3,Fey,Fey,-1,-1,18,112,15,13,19,16,14,14,19,4.0,7.0,6.0,5.0,5.0,7.0,5.0,0,0,0,0,15,0.0,0.0,0.0,0.0,0.0,4,5.0,3,0,0,3,0,30.0,30.0,2,5,2,2,0.0,4,0.0,4,5,0.0,7,2,0,1,4,2,2,2,4,4
Elemental Locus,6,Elemental,Elemental,0,0,16,290,20,28,1,18,10,11,11,9.0,-5.0,4.0,6.0,6.0,6.0,6.0,0,3,9,7,16,36.0,0.0,36.0,0.0,0.0,1,17.0,2,0,0,5,0,5.0,0.0,0,6,0,0,0.0,-5,0.0,0,0,0.0,0,0,0,9,-5,0,0,6,0,0
Shadow Fey,3,Humanoid,elf,1,-1,15,31,7,10,14,10,11,11,13,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,12,18.0,0.0,0.0,0.0,0.0,3,0.25,2,0,0,4,0,30.0,0.0,0,2,0,0,0.0,2,0.0,1,0,0.0,1,2,0,0,2,0,0,0,1,1
Shadow Fey Duelist,3,Humanoid,elf,1,-1,17,117,18,13,20,14,13,12,16,8.0,5.0,5.0,1.0,4.0,6.0,4.0,0,0,0,0,14,18.0,0.0,0.0,0.0,0.0,3,6.0,3,1,0,4,0,30.0,0.0,1,4,1,1,0.0,8,0.0,3,1,0.0,6,4,0,1,5,1,1,1,3,3
Shadow Fey Enchantress,3,Humanoid,shadow fey,1,-1,16,123,19,10,15,14,12,17,18,0.0,5.0,2.0,1.0,6.0,7.0,6.0,0,0,0,0,16,18.0,0.0,0.0,0.0,0.0,3,7.0,4,0,0,5,0,30.0,0.0,1,6,3,1,0.0,5,0.0,7,3,0.0,7,4,0,0,2,3,1,1,4,4
Shadow Fey Forest Hunter,3,Humanoid,elf,1,-1,15,104,19,12,18,12,11,12,16,1.0,7.0,4.0,0.0,1.0,6.0,4.0,0,0,0,0,14,18.0,0.0,0.0,0.0,0.0,3,5.0,3,0,0,5,0,30.0,0.0,0,4,1,0,0.0,10,0.0,3,1,0.0,3,3,0,1,4,4,0,0,3,3
Shadow Fey Guardian,4,Humanoid,elf,0,-1,15,110,13,18,14,16,6,14,8,6.0,2.0,5.0,-2.0,2.0,-1.0,4.0,0,0,0,2,14,18.0,0.0,0.0,0.0,0.0,3,4.0,3,1,0,5,0,30.0,0.0,-2,4,2,-2,0.0,2,0.0,-1,2,0.0,-1,-2,0,6,2,2,-2,-2,-1,-1
Emerald Eye,1,Construct,Construct,-1,-1,14,54,12,3,15,14,15,12,16,-4.0,4.0,4.0,4.0,1.0,3.0,3.0,0,3,1,8,13,0.0,18.0,0.0,0.0,75.0,3,1.0,4,0,0,2,0,0.0,0.0,4,3,1,4,30.0,2,0.0,5,1,0.0,5,4,1,-4,4,1,2,2,3,3
Empty Cloak,3,Construct,Construct,0,0,13,45,10,18,14,10,10,10,1,4.0,4.0,2.0,0.0,0.0,-5.0,0.0,-1,1,1,6,10,18.0,0.0,0.0,0.0,0.0,2,0.5,3,0,0,3,0,0.0,0.0,0,0,0,0,40.0,4,0.0,-5,0,0.0,-5,0,0,4,2,0,0,0,-5,-5
Eonic Drifter,3,Humanoid,human,-1,0,13,65,10,9,14,14,18,11,13,-1.0,2.0,2.0,4.0,0.0,1.0,0.0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,4,1.0,4,0,0,0,0,30.0,0.0,6,0,0,4,0.0,2,0.0,1,0,0.0,1,6,0,-1,2,0,4,4,1,1
Erina Scrounger,2,Humanoid,erina,0,0,12,22,4,9,12,14,13,10,11,-1.0,1.0,2.0,1.0,0.0,0.0,0.0,0,1,0,0,10,18.0,0.0,0.0,0.0,0.0,2,0.25,2,0,0,3,0,20.0,0.0,1,0,0,1,0.0,1,20.0,0,0,0.0,0,1,0,-1,1,0,1,1,0,0
Erina Defender,2,Humanoid,erina,0,0,15,44,8,11,14,14,13,12,11,0.0,2.0,2.0,1.0,1.0,0.0,3.0,0,1,0,0,13,18.0,0.0,0.0,0.0,0.0,2,1.0,3,1,0,3,0,20.0,0.0,1,3,1,1,0.0,2,20.0,0,1,0.0,0,1,0,4,2,1,1,1,0,0
Far Darrig,2,Fey,Fey,0,0,14,104,16,15,16,17,11,15,17,2.0,5.0,7.0,0.0,2.0,7.0,6.0,0,0,0,0,16,18.0,0.0,0.0,0.0,0.0,3,3.0,3,0,0,1,0,20.0,0.0,0,6,6,0,0.0,3,0.0,3,2,0.0,3,0,0,2,3,6,0,4,3,3
Fate Eater,3,Aberration,Aberration,0,0,16,182,28,18,12,14,18,16,9,4.0,1.0,5.0,4.0,3.0,-1.0,3.0,0,0,0,2,13,0.0,0.0,0.0,18.0,30.0,1,6.0,2,0,0,2,0,40.0,0.0,7,3,3,7,0.0,1,0.0,-1,6,40.0,-1,7,0,4,1,3,4,4,-1,-1
Fear Smith,3,Fey,Fey,-1,0,17,123,19,11,17,14,11,15,18,0.0,3.0,2.0,0.0,6.0,4.0,2.0,0,3,0,2,12,0.0,9.0,0.0,0.0,0.0,3,10.0,3,0,0,4,0,40.0,0.0,0,2,2,0,0.0,7,0.0,4,2,15.0,4,0,0,0,3,2,0,0,4,4
Fellforged,3,Construct,Construct,1,-1,15,135,18,14,12,17,12,14,15,8.0,1.0,3.0,1.0,2.0,2.0,2.0,0,4,2,3,12,18.0,0.0,0.0,0.0,0.0,1,5.0,3,0,0,3,0,30.0,0.0,1,2,2,1,0.0,1,0.0,2,2,0.0,2,1,0,2,1,2,1,1,2,2
Fext,3,Undead,Undead,0,0,17,60,11,14,16,1,14,12,18,2.0,6.0,-5.0,2.0,4.0,7.0,4.0,0,3,0,5,14,18.0,0.0,0.0,0.0,0.0,1,6.0,3,0,0,4,0,30.0,0.0,2,4,1,2,0.0,3,0.0,4,1,0.0,4,2,0,2,3,1,2,2,4,4
Feyward Tree,5,Construct,Construct,0,0,17,94,9,26,10,18,2,11,6,8.0,0.0,7.0,-4.0,3.0,1.0,3.0,0,0,5,6,13,18.0,0.0,0.0,0.0,0.0,1,8.0,3,0,0,5,0,20.0,0.0,-4,3,0,-4,0.0,0,0.0,-2,0,0.0,-2,-4,0,8,0,0,-4,-4,-2,-2
Firebird,2,Celestial,Celestial,0,1,16,99,18,12,19,14,16,15,21,1.0,6.0,4.0,5.0,4.0,7.0,7.0,0,4,1,3,17,0.0,0.0,0.0,18.0,0.0,5,4.0,4,0,0,3,0,20.0,0.0,3,7,4,5,100.0,4,0.0,5,4,0.0,5,5,0,1,6,2,3,5,5,5
Firegeist,2,Elemental,Elemental,0,-1,14,87,25,7,18,10,4,16,6,-2.0,4.0,0.0,-3.0,3.0,-2.0,5.0,0,0,2,8,15,18.0,0.0,0.0,0.0,0.0,1,2.0,3,0,0,4,0,40.0,0.0,-3,5,3,-3,0.0,4,0.0,-2,3,0.0,-2,-3,0,-2,4,3,-3,-3,-2,-2
Flutterflesh,4,Undead,Undead,-1,-1,16,187,22,11,18,17,12,13,10,4.0,8.0,3.0,1.0,1.0,0.0,5.0,-1,5,2,6,15,72.0,0.0,0.0,0.0,0.0,2,12.0,4,0,0,4,0,10.0,0.0,1,5,1,1,60.0,8,0.0,0,1,0.0,4,1,0,0,4,1,1,1,0,0
Folk Of Leng,3,Humanoid,Humanoid,0,-1,14,68,8,12,15,18,14,16,22,1.0,4.0,4.0,2.0,5.0,6.0,5.0,0,1,1,1,15,0.0,0.0,0.0,0.0,0.0,2,2.0,3,0,0,4,0,30.0,0.0,2,5,3,2,0.0,2,0.0,6,3,0.0,8,4,0,1,2,3,2,2,6,6
Forest Marauder,4,Giant,Giant,-1,-1,15,114,12,21,10,18,6,10,7,5.0,0.0,6.0,-2.0,0.0,-2.0,0.0,0,0,0,0,10,36.0,0.0,0.0,0.0,0.0,3,4.0,3,0,0,1,0,40.0,0.0,-2,0,0,-2,0.0,0,0.0,-2,0,0.0,-2,-2,0,5,0,0,-2,-2,-2,-2
Fraughashar,2,Fey,Fey,0,-1,15,18,4,8,14,12,10,11,7,-1.0,2.0,1.0,0.0,0.0,-2.0,0.0,0,0,1,0,10,0.0,0.0,0.0,0.0,0.0,1,0.5,4,0,0,1,0,25.0,0.0,0,0,0,0,0.0,4,0.0,-2,0,0.0,-2,0,0,-1,2,0,0,0,-2,-2
Frostveil,3,Plant,Plant,0,0,16,67,9,20,20,16,1,11,1,5.0,5.0,3.0,-5.0,0.0,-5.0,0.0,-1,2,1,5,10,0.0,30.0,0.0,0.0,0.0,1,4.0,4,0,0,3,0,10.0,0.0,-5,0,0,-5,30.0,7,0.0,-5,0,0.0,-5,-5,0,5,5,0,-5,-5,-5,-5
Garroter Crab,1,Beast,Beast,0,0,13,18,4,7,14,14,1,10,2,-2.0,2.0,2.0,-5.0,0.0,-4.0,0.0,0,0,1,2,10,18.0,0.0,0.0,0.0,0.0,1,0.25,1,0,0,1,0,30.0,20.0,-5,0,0,-5,0.0,2,0.0,-4,0,0.0,-4,-5,0,-2,2,0,-5,-5,-4,-4
Gbahali (Postosuchus),5,Beast,Beast,0,0,15,126,12,21,14,19,2,13,7,5.0,2.0,4.0,-4.0,1.0,-2.0,4.0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,1,6.0,3,0,0,1,0,50.0,0.0,-4,4,1,-4,0.0,8,0.0,-2,1,0.0,-2,-4,0,5,2,1,-4,-4,-2,-2
Gearforged Templar,3,Humanoid,gearforged,1,0,18,71,11,20,9,15,12,16,10,5.0,2.0,5.0,1.0,3.0,0.0,3.0,0,3,1,4,13,0.0,0.0,0.0,0.0,0.0,1,6.0,4,1,0,2,0,30.0,0.0,1,3,3,1,0.0,-1,0.0,0,3,0.0,0,1,0,5,-1,3,1,1,0,0
Al-Aeshma Genie,4,Elemental,Elemental,-1,-1,17,172,15,21,15,22,15,16,20,5.0,6.0,6.0,2.0,7.0,9.0,3.0,0,0,2,0,13,36.0,0.0,0.0,0.0,0.0,3,9.0,3,0,0,6,0,30.0,0.0,2,3,3,2,90.0,2,0.0,5,3,0.0,5,2,1,5,2,3,2,2,5,5
Gerridae,4,Fey,Fey,0,0,14,77,9,16,15,17,2,13,7,3.0,2.0,3.0,-4.0,1.0,-2.0,1.0,0,0,0,0,11,18.0,0.0,0.0,0.0,0.0,1,1.0,3,0,0,2,0,10.0,80.0,-4,1,1,-4,0.0,2,0.0,-2,1,10.0,-2,-4,0,3,2,1,-4,-4,-2,-2
Beggar Ghoul,3,Undead,Undead,-1,-1,12,13,3,10,15,10,12,11,14,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0,0,1,3,10,18.0,0.0,0.0,0.0,0.0,1,0.5,2,0,0,2,0,30.0,0.0,1,0,0,1,0.0,2,0.0,2,0,0.0,2,1,0,0,2,0,1,1,2,2
