name,hit_points,armor_class,wisdom_save,constitution_save,damage_resistances_count,damage_immunities_count,offensive_threat,max_damage_per_hit,intelligence_save,legendary_actions_count,charisma_save,hit_dice_count,dexterity_save,condition_immunities_count,passive_perception,special_abilities_count,charisma,skills.arcana,skills.stealth,constitution,cr
Flying Polyp,171,17,6.0,3.0,7,0,90,18,6.0,0,3.0,18,5.0,1,16,4,16,10.0,1.0,17,11.0
Forest Drake,60,15,2.0,4.0,0,1,40,10,1.0,0,1.0,8,-1.0,2,12,1,12,1.0,-1.0,19,2.0
Foxfire Ooze,126,9,-2.0,5.0,3,3,40,20,-4.0,0,-5.0,12,-1.0,6,8,4,1,-4.0,-1.0,20,10.0
Foxin,16,14,2.0,2.0,0,0,12,6,0.0,0,3.0,3,3.0,1,14,2,16,0.0,3.0,14,0.5
Fractal Golem,8,18,-1.0,3.0,0,5,13,13,-2.0,0,-5.0,1,1.0,6,12,4,1,-2.0,4.0,16,8.0
Fragrite,91,14,-1.0,2.0,5,1,36,12,-2.0,0,-1.0,14,1.0,7,9,3,8,-2.0,1.0,15,6.0
Fulad-Zereh,115,18,6.0,9.0,6,1,51,17,3.0,0,7.0,10,0.0,1,12,2,17,3.0,0.0,20,9.0
Fulminar,112,15,3.0,2.0,5,1,56,14,-1.0,0,4.0,15,9.0,8,17,3,10,-1.0,9.0,14,9.0
Gaki,75,14,4.0,3.0,7,3,63,21,0.0,0,6.0,10,4.0,9,14,4,16,0.0,4.0,17,8.0
Gargoctopus,104,13,3.0,1.0,0,0,102,17,4.0,0,2.0,16,1.0,0,16,3,14,4.0,7.0,12,5.0
Ghast of Leng,127,14,1.0,4.0,1,0,20,10,-3.0,0,-2.0,17,3.0,0,11,3,6,-3.0,3.0,14,3.0
Ghost Boar,68,13,1.0,3.0,0,0,11,11,-2.0,0,-2.0,8,0.0,0,11,3,7,-2.0,0.0,16,3.0
Ghost Dragon,126,14,7.0,0.0,7,3,75,15,2.0,0,4.0,23,8.0,9,17,2,19,2.0,8.0,10,11.0
Ghost Dwarf,81,14,5.0,0.0,7,2,90,18,0.0,0,2.0,18,2.0,8,12,4,15,0.0,2.0,10,6.0
Ghoulsteed,85,13,0.0,3.0,0,1,26,13,-2.0,0,-2.0,10,0.0,1,12,3,6,-2.0,0.0,16,3.0
Giant Albino Bat,76,15,2.0,2.0,0,0,33,11,-2.0,0,-2.0,9,3.0,0,11,2,6,-2.0,3.0,15,3.0
Giant Moth,7,11,0.0,0.0,0,0,8,4,-4.0,0,-2.0,2,1.0,0,12,1,7,-4.0,3.0,10,0.125
Giant Shark Bowl,172,6,0.0,5.0,3,1,88,22,-5.0,0,-3.0,15,-4.0,6,10,5,5,-5.0,-4.0,20,8.0
Giant Sloth,168,15,1.0,4.0,1,0,68,17,-4.0,0,0.0,16,0.0,1,14,2,10,-4.0,0.0,19,7.0
Giant Vampire Bat,60,13,1.0,2.0,0,0,6,6,-4.0,0,-2.0,8,3.0,0,11,2,6,-4.0,3.0,14,2.0
Glass Golem,45,12,-1.0,1.0,2,2,9,9,-4.0,0,-5.0,10,2.0,6,9,2,1,-4.0,2.0,13,2.0
Gloomflower,44,12,-2.0,3.0,0,0,30,10,-5.0,0,4.0,8,-2.0,3,8,2,18,-5.0,-2.0,16,3.0
Gnoll Slaver,71,15,0.0,2.0,0,0,35,7,1.0,0,1.0,11,2.0,0,12,1,12,1.0,6.0,14,3.0
Goliath Longlegs,162,16,1.0,3.0,0,1,40,8,-3.0,0,-4.0,12,2.0,3,14,4,3,-3.0,5.0,16,7.0
Goreling,11,12,-3.0,2.0,0,2,8,4,-5.0,0,-5.0,2,2.0,1,7,2,1,-5.0,2.0,14,0.25
Grave Behemoth,210,9,4.0,8.0,1,1,100,25,1.0,0,-1.0,20,-1.0,3,10,4,8,1.0,-1.0,19,10.0
Great Mandrake,44,11,0.0,3.0,0,1,21,7,-3.0,0,1.0,8,-1.0,2,11,0,12,-3.0,-1.0,16,1.0
Greater Rakshasa,144,18,3.0,4.0,0,3,27,9,2.0,3,5.0,17,4.0,0,13,3,20,2.0,4.0,18,15.0
Greater Scrag,127,16,0.0,6.0,0,0,42,14,0.0,0,0.0,15,0.0,0,10,3,11,0.0,0.0,17,7.0
Green Abyss Orc,15,13,0.0,3.0,0,1,5,5,-1.0,0,0.0,2,3.0,1,12,2,10,-1.0,5.0,16,0.5
Green Knight of the Woods,78,20,1.0,5.0,3,0,32,8,0.0,0,3.0,12,3.0,2,11,4,16,0.0,0.0,14,6.0
Grindylow,27,13,2.0,1.0,0,0,32,8,-1.0,0,-1.0,5,2.0,0,12,3,9,-1.0,4.0,12,1.0
Gugalanna,253,18,12.0,12.0,1,5,102,34,0.0,3,4.0,22,10.0,3,15,4,18,0.0,3.0,20,21.0
Gulon,110,14,1.0,3.0,0,1,52,13,-3.0,0,-3.0,13,2.0,1,14,2,5,-3.0,5.0,16,6.0
Gumienniki,22,13,0.0,1.0,3,1,10,5,2.0,0,1.0,5,3.0,1,10,2,12,2.0,5.0,13,1.0
Hair Golem,13,13,-1.0,1.0,2,2,5,5,-4.0,0,-5.0,3,3.0,6,9,1,1,-4.0,3.0,13,0.25
Hallowed Reed,22,13,2.0,0.0,2,1,4,4,-2.0,0,0.0,5,0.0,0,14,3,10,-2.0,0.0,10,0.5
Haunted Giant,126,20,2.0,7.0,0,0,63,21,-3.0,0,-2.0,12,2.0,0,12,4,6,-3.0,-1.0,19,6.0
Heavy Cavalry,75,19,2.0,3.0,1,0,36,9,0.0,0,-1.0,10,1.0,0,12,3,8,0.0,1.0,17,2.0
Hierophant Lich,91,14,9.0,6.0,3,4,8,8,5.0,3,3.0,14,1.0,5,19,5,17,1.0,1.0,15,9.0
Horned Serpent,210,18,6.0,5.0,1,2,84,21,-3.0,0,3.0,20,7.0,1,16,4,16,-3.0,7.0,20,12.0
Hound of Tindalos,93,17,6.0,7.0,1,3,70,14,2.0,0,4.0,11,6.0,2,16,5,18,2.0,6.0,18,8.0
Ichneumon,123,16,6.0,8.0,8,0,60,20,-2.0,0,1.0,13,8.0,0,12,4,12,-2.0,8.0,18,11.0
Ijiraq,127,14,2.0,4.0,3,0,28,7,0.0,0,-1.0,15,1.0,0,15,2,9,0.0,1.0,19,7.0
Incinis,171,17,3.0,4.0,3,2,42,14,0.0,0,0.0,18,5.0,8,13,1,10,0.0,5.0,18,10.0
Infernal Knight,247,18,10.0,10.0,4,3,70,14,3.0,0,5.0,26,7.0,4,20,4,20,3.0,2.0,20,16.0
Ink Guardian,102,8,-2.0,3.0,3,1,14,7,-2.0,0,-5.0,12,-2.0,6,8,4,1,-2.0,-2.0,16,4.0
Inkling,10,12,1.0,0.0,0,0,4,4,2.0,0,0.0,4,2.0,0,11,4,10,4.0,4.0,10,0.25
Iron Sphere,60,16,0.0,4.0,5,5,35,7,-3.0,0,-4.0,8,1.0,5,13,4,3,-3.0,1.0,18,5.0
Jaanavar Jal,172,15,1.0,8.0,0,1,84,21,-2.0,0,0.0,15,2.0,0,14,2,10,-2.0,5.0,20,7.0
Jiangshi,117,15,1.0,2.0,4,1,42,14,-2.0,0,2.0,18,0.0,3,14,5,14,-2.0,0.0,14,6.0
Jinmenju,126,14,-1.0,8.0,0,3,28,14,3.0,3,10.0,12,-5.0,2,13,2,22,3.0,-5.0,19,9.0
Junk Shaman,42,12,5.0,0.0,0,0,21,7,0.0,0,-1.0,12,4.0,0,13,4,9,0.0,2.0,11,2.0
Kallikantzaros,59,13,-1.0,0.0,0,0,20,5,-2.0,0,0.0,17,1.0,0,9,3,10,-2.0,3.0,10,2.0
Kapi,13,14,1.0,0.0,0,0,24,6,0.0,0,-1.0,3,4.0,0,11,2,9,0.0,6.0,10,0.5
Kappa,49,16,2.0,1.0,0,0,18,9,-2.0,0,-1.0,11,2.0,0,14,5,8,-2.0,4.0,12,2.0
Karakura,76,15,1.0,0.0,6,1,35,7,2.0,0,8.0,17,4.0,1,14,3,20,2.0,7.0,11,5.0
Keg Golem,45,11,-2.0,3.0,3,2,12,6,-1.0,0,-4.0,6,0.0,6,8,4,3,-1.0,0.0,16,3.0
King Kobold,112,15,2.0,1.0,0,0,24,8,5.0,0,2.0,25,8.0,0,12,6,15,2.0,5.0,12,6.0
Kinnara,65,14,5.0,2.0,4,0,15,5,1.0,0,6.0,10,2.0,3,13,3,19,1.0,2.0,14,3.0
Kitsune,49,12,2.0,0.0,0,0,28,7,1.0,0,2.0,14,2.0,0,14,2,14,1.0,2.0,11,2.0
Knight of the Road,117,16,4.0,5.0,0,0,32,8,2.0,0,6.0,18,7.0,0,14,6,16,5.0,7.0,14,5.0
Korrigan,66,14,2.0,2.0,0,0,15,5,0.0,0,3.0,12,3.0,2,12,2,17,0.0,3.0,14,3.0
Kryt,120,15,4.0,3.0,0,0,42,14,-2.0,0,-2.0,16,0.0,1,17,2,6,-2.0,0.0,16,5.0
Külmking,127,14,4.0,3.0,5,2,52,13,1.0,0,3.0,15,2.0,3,18,3,17,1.0,2.0,16,9.0
Kuunganisha,17,13,1.0,0.0,5,1,32,8,0.0,0,1.0,5,3.0,1,11,4,13,0.0,5.0,11,2.0
Labyrinth Keeper,119,15,1.0,3.0,0,0,39,13,0.0,0,3.0,14,0.0,0,17,4,16,0.0,0.0,16,5.0
Lady in White,49,12,0.0,0.0,7,3,16,4,0.0,0,4.0,11,2.0,9,10,1,18,0.0,2.0,10,2.0
Laestrigonian Giant,95,13,0.0,4.0,0,0,64,16,-1.0,0,-1.0,10,2.0,0,10,0,8,-1.0,2.0,18,4.0
Lamassu,147,17,8.0,9.0,4,0,39,13,3.0,3,7.0,14,6.0,3,18,4,16,7.0,2.0,20,10.0
Leonino,13,13,1.0,2.0,0,0,5,5,-1.0,0,1.0,3,5.0,0,11,3,12,-1.0,5.0,14,0.125
Lesser Scrag,45,13,0.0,2.0,0,0,27,9,-1.0,0,-1.0,7,0.0,0,10,2,9,-1.0,0.0,15,2.0
Light Cavalry,39,14,2.0,2.0,1,0,15,5,-1.0,0,-1.0,6,1.0,0,14,2,9,-1.0,1.0,15,1.0
Light Dragon Wyrmling,39,13,4.0,4.0,3,1,14,7,1.0,0,1.0,6,2.0,1,14,2,13,1.0,0.0,15,2.0
Living Shade,18,12,0.0,0.0,8,2,2,2,-1.0,0,1.0,4,2.0,8,10,3,12,-1.0,6.0,10,0.25
Living Star,207,19,10.0,11.0,3,3,84,28,5.0,0,6.0,18,12.0,4,20,4,22,5.0,6.0,21,19.0
Lord Zombie,82,15,4.0,6.0,3,2,21,7,0.0,1,2.0,11,2.0,2,14,3,15,0.0,2.0,16,5.0
Lost Minotaur,114,16,4.0,4.0,1,2,54,18,-3.0,0,-1.0,12,3.0,6,14,4,8,-3.0,0.0,18,8.0
Lotus Golem,82,14,1.0,2.0,3,4,30,15,-2.0,0,-3.0,11,8.0,6,19,5,4,-2.0,4.0,14,9.0
Lou Carcolh,78,14,0.0,2.0,0,0,64,16,-4.0,0,0.0,12,2.0,0,12,2,10,-4.0,6.0,14,2.0
Lystrosaurus,45,14,1.0,5.0,0,0,26,13,-4.0,0,-2.0,6,0.0,0,13,1,6,-4.0,0.0,16,2.0
Manastorm Golem,90,14,-1.0,2.0,3,9,75,25,3.0,0,-5.0,12,2.0,6,9,5,1,3.0,2.0,14,8.0
Mandrake,22,8,-1.0,3.0,0,1,10,5,-5.0,0,1.0,4,-2.0,2,9,0,12,-5.0,-2.0,16,0.5
Mandriano,60,13,0.0,2.0,4,1,33,11,0.0,0,-2.0,8,-2.0,2,13,0,7,0.0,1.0,15,5.0
Matriarch Serpentine Lamia,90,15,2.0,3.0,0,0,70,14,-1.0,0,4.0,12,3.0,0,12,4,19,-1.0,6.0,16,5.0
Megapede,75,15,-2.0,2.0,0,1,50,10,-4.0,0,-4.0,10,2.0,0,8,1,3,-4.0,2.0,15,3.0
Mold Zombie,75,13,-2.0,3.0,0,2,18,6,-4.0,0,-3.0,10,-1.0,2,8,2,5,-4.0,-1.0,16,3.0
Monarch Skeleton,142,16,6.0,5.0,3,2,42,14,1.0,0,-1.0,15,2.0,5,12,3,8,1.0,2.0,20,9.0
Monkey King,262,21,12.0,13.0,0,3,72,18,3.0,3,3.0,25,14.0,4,22,3,17,3.0,14.0,22,21.0
Moon Drake,76,15,4.0,4.0,1,0,60,12,1.0,0,2.0,9,5.0,2,14,2,14,4.0,5.0,19,5.0
Moon Nymph,110,13,2.0,1.0,2,1,84,21,1.0,0,3.0,20,3.0,0,15,2,17,1.0,6.0,12,8.0
Moonchild Naga,75,15,6.0,2.0,0,1,39,13,1.0,0,7.0,10,4.0,2,13,2,18,4.0,4.0,14,6.0
Morko,17,12,0.0,0.0,0,2,16,4,1.0,0,-1.0,5,2.0,0,12,1,8,1.0,6.0,11,0.25
Mountain Giant,313,20,12.0,13.0,0,5,160,40,9.0,3,7.0,19,0.0,5,22,4,10,2.0,0.0,22,21.0
Mud Golem,27,10,-1.0,1.0,3,2,15,5,-4.0,0,-5.0,6,0.0,6,9,2,1,-4.0,0.0,13,1.0
Mytholabe,152,18,3.0,4.0,5,5,27,9,-2.0,0,-5.0,16,1.0,7,13,8,1,-2.0,1.0,18,9.0
Nachzehrer,136,15,2.0,4.0,0,2,36,12,0.0,0,-1.0,16,1.0,4,12,2,9,0.0,7.0,18,8.0
Nalusa Falaya,33,13,1.0,1.0,0,0,18,6,0.0,0,-1.0,6,2.0,0,11,3,9,0.0,4.0,13,0.5
Necrophage Ghast,65,13,0.0,2.0,1,1,24,12,3.0,0,-1.0,10,3.0,3,10,3,8,5.0,3.0,14,4.0
Necrotic Tick,3,15,1.0,3.0,0,0,1,1,-5.0,0,-1.0,1,2.0,0,11,2,8,-5.0,2.0,12,0.25
Neophron,114,16,6.0,8.0,6,1,60,20,-1.0,0,2.0,12,6.0,1,13,3,14,-1.0,3.0,20,8.0
Nian,102,13,3.0,3.0,0,1,68,17,0.0,0,-1.0,12,0.0,3,13,3,9,0.0,0.0,17,4.0
Nightgaunt,142,17,7.0,8.0,2,0,52,13,-3.0,0,7.0,15,3.0,2,17,4,16,-3.0,11.0,18,10.0
Ningyo,77,15,3.0,2.0,5,0,16,8,2.0,0,-2.0,14,8.0,0,13,2,7,2.0,5.0,15,7.0
Nodosaurus,45,13,1.0,2.0,0,0,12,12,-4.0,0,-3.0,6,0.0,0,11,1,5,-4.0,0.0,14,1.0
Oliphaunt,148,14,0.0,6.0,0,0,175,35,-4.0,0,-2.0,9,2.0,0,10,2,6,-4.0,-1.0,23,8.0
One-Headed Clockwork Dragon,178,16,0.0,8.0,0,2,102,17,0.0,0,-5.0,17,0.0,6,16,4,1,0.0,0.0,20,8.0
Ophanim,200,19,12.0,7.0,4,2,54,18,11.0,0,13.0,16,6.0,4,22,3,26,6.0,6.0,25,16.0
Orthrus,60,13,3.0,3.0,0,0,18,6,-1.0,0,-2.0,8,3.0,0,15,2,7,-1.0,3.0,16,3.0
Oth,119,15,2.0,3.0,3,0,85,17,0.0,0,4.0,14,0.0,0,15,2,18,3.0,0.0,16,5.0
Ouroban,209,18,5.0,1.0,0,1,55,11,1.0,0,8.0,38,0.0,1,11,3,18,1.0,0.0,13,11.0
Ouroboros,94,15,7.0,7.0,0,0,40,10,2.0,3,4.0,9,3.0,0,17,2,12,8.0,0.0,19,6.0
Pact Drake,45,14,6.0,3.0,3,2,35,7,3.0,0,5.0,8,4.0,2,16,3,20,3.0,2.0,17,1.0
Pact Lich,195,17,2.0,3.0,3,4,40,10,8.0,4,5.0,26,8.0,4,12,5,20,3.0,3.0,16,15.0
Paper Golem Swarm,55,13,-2.0,1.0,0,5,28,14,-4.0,0,-4.0,10,3.0,9,8,5,3,-4.0,3.0,12,3.0
Paper Golem,7,13,-2.0,1.0,3,2,6,6,-4.0,0,-4.0,2,3.0,6,8,4,3,-4.0,3.0,12,0.25
Pattern Dancer,33,13,3.0,1.0,0,0,14,7,1.0,0,5.0,6,5.0,0,11,6,16,1.0,3.0,12,2.0
Pech Lithlord,104,17,4.0,3.0,0,1,24,8,0.0,0,1.0,16,0.0,7,17,3,13,0.0,0.0,16,7.0
Pech Stonemaster,65,16,3.0,3.0,0,1,24,8,0.0,0,0.0,10,0.0,7,15,3,11,0.0,0.0,16,4.0
Pech,33,15,1.0,2.0,0,1,21,7,0.0,0,0.0,6,0.0,7,13,2,11,0.0,0.0,14,2.0
Peluda Drake,68,15,2.0,5.0,0,0,32,8,-2.0,0,0.0,8,4.0,0,14,2,10,-2.0,4.0,16,3.0
Phantom,22,11,1.0,0.0,7,3,14,7,-2.0,0,1.0,5,1.0,9,11,2,12,-2.0,1.0,10,1.0
Philosopher's Ghost,77,13,0.0,1.0,3,2,16,8,-4.0,0,-2.0,14,3.0,6,10,4,6,-4.0,3.0,12,4.0
Piasa,144,15,1.0,6.0,0,0,90,15,-1.0,0,-2.0,17,3.0,0,14,1,7,-1.0,3.0,16,6.0
Pillar of the Lost Magocracy,90,14,1.0,3.0,3,1,0,0,4.0,0,1.0,12,-5.0,6,9,2,13,6.0,-5.0,13,4.0
Pishacha,55,13,3.0,1.0,6,1,60,12,0.0,0,-2.0,10,2.0,1,15,1,7,2.0,2.0,13,3.0
Pixiu,112,15,1.0,2.0,1,0,51,17,-3.0,0,0.0,15,2.0,0,14,3,10,-3.0,2.0,14,6.0
Plaresh,30,15,1.0,3.0,6,1,28,14,-2.0,0,-4.0,4,3.0,9,11,3,3,-2.0,3.0,16,3.0
Preta,75,13,1.0,3.0,1,1,45,9,0.0,0,2.0,10,2.0,5,13,1,15,0.0,4.0,16,3.0
Purple Slime,76,7,-2.0,4.0,0,2,12,6,-4.0,0,-5.0,8,-1.0,6,8,3,1,-4.0,1.0,18,3.0
Quickstep,49,16,4.0,5.0,0,0,32,8,0.0,0,2.0,9,7.0,1,14,3,14,0.0,4.0,15,5.0
Quiet Soul,90,15,7.0,3.0,0,3,21,21,-1.0,0,3.0,20,0.0,1,17,2,10,-1.0,0.0,10,6.0
Rageipede,55,15,-2.0,2.0,0,0,15,5,-5.0,0,-4.0,10,2.0,0,8,2,3,-5.0,4.0,15,2.0
Ramag Portal Master,71,12,1.0,1.0,0,0,70,14,4.0,0,1.0,13,2.0,0,11,2,13,7.0,2.0,12,5.0
Ratatosk Warlord,77,16,5.0,2.0,3,0,44,11,1.0,0,1.0,14,7.0,0,12,2,12,1.0,4.0,14,5.0
Ratfolk Mercenary,45,15,0.0,0.0,0,0,21,7,4.0,0,0.0,13,6.0,0,12,4,10,2.0,8.0,11,2.0
Ratfolk Warlock,27,13,3.0,1.0,0,0,15,5,2.0,0,5.0,6,3.0,0,13,3,17,4.0,3.0,12,1.0
Rattok,66,14,-2.0,2.0,2,3,28,7,2.0,0,-1.0,12,3.0,1,8,3,9,2.0,5.0,14,4.0
Razorleaf,112,14,1.0,3.0,2,0,36,12,-2.0,0,0.0,15,1.0,3,14,3,10,-2.0,1.0,16,5.0
Rimewing,22,12,0.0,1.0,0,1,10,5,-4.0,0,-2.0,5,2.0,0,12,1,7,-4.0,4.0,12,0.25
Ring Servant,114,15,4.0,4.0,6,1,54,18,-1.0,0,0.0,12,0.0,7,14,2,10,-1.0,0.0,18,8.0
Roachling Scout,63,14,2.0,3.0,0,0,21,7,0.0,0,-1.0,14,6.0,0,16,4,8,0.0,6.0,13,2.0
Roggenwolf,60,13,1.0,1.0,3,0,14,7,-3.0,0,2.0,11,3.0,0,13,1,14,-3.0,5.0,13,2.0
Ruby Ooze,93,9,-2.0,4.0,3,2,27,9,-4.0,0,-5.0,11,-1.0,6,8,5,1,-4.0,-1.0,18,6.0
Sammael,104,16,7.0,2.0,4,0,44,11,0.0,0,4.0,16,0.0,3,17,2,12,0.0,0.0,14,7.0
Scitalis,58,13,6.0,3.0,1,0,12,6,-4.0,0,2.0,9,1.0,0,16,1,3,-4.0,1.0,12,2.0
Sentinel in Darkness,127,13,4.0,3.0,3,1,54,18,-2.0,0,-5.0,15,-1.0,6,17,2,1,-2.0,-1.0,16,7.0
Serpentfolk of Yig,40,12,0.0,0.0,0,1,20,5,2.0,0,4.0,9,2.0,1,12,2,14,2.0,4.0,11,1.0
Serpentine Lamia,36,13,1.0,0.0,0,0,20,5,-1.0,0,2.0,8,2.0,0,11,3,15,-1.0,2.0,11,1.0
Servant of the Vine,72,16,6.0,0.0,0,0,15,5,1.0,0,5.0,16,2.0,0,16,3,14,1.0,2.0,11,6.0
Servant of Yig,90,12,3.0,5.0,0,1,28,7,2.0,0,4.0,12,4.0,1,11,2,14,2.0,6.0,16,4.0
Shadow Blight,65,13,3.0,3.0,2,0,14,7,-3.0,0,-4.0,10,2.0,2,13,1,3,-3.0,4.0,16,1.0
Shadow Fey Ambassador,161,16,7.0,4.0,0,0,32,8,3.0,0,5.0,19,8.0,0,17,4,20,7.0,4.0,18,9.0
Shadow Fey Poisoner,112,16,0.0,3.0,0,1,24,8,5.0,0,6.0,15,8.0,1,14,8,14,1.0,12.0,16,11.0
Shadow Goblin,13,13,1.0,1.0,0,0,10,5,1.0,0,-1.0,3,3.0,0,11,5,8,1.0,5.0,12,0.5
Shadow Ooze,76,8,-2.0,4.0,0,2,30,10,-4.0,0,-4.0,9,-2.0,6,8,3,2,-4.0,2.0,18,3.0
Shadow River Lord,135,16,3.0,3.0,6,1,36,9,1.0,0,4.0,18,4.0,8,13,1,18,1.0,4.0,16,9.0
Shadow Skeleton,52,13,0.0,2.0,3,1,21,7,-1.0,0,-1.0,8,3.0,2,10,0,9,-1.0,3.0,15,2.0
Shantak,123,16,5.0,7.0,1,0,52,13,-2.0,0,-1.0,13,1.0,0,15,6,8,-2.0,1.0,18,5.0
Shard Swarm,22,13,-3.0,0.0,3,2,15,5,-5.0,0,-5.0,5,1.0,9,7,4,1,-5.0,1.0,11,0.5
Shockwing,27,12,0.0,2.0,0,1,15,5,-4.0,0,-2.0,5,2.0,0,12,2,7,-4.0,4.0,14,1.0
Shoreline Scrapper,93,16,0.0,5.0,0,0,42,14,-4.0,0,-3.0,11,1.0,0,10,3,5,-4.0,1.0,16,4.0
Sigilian,65,14,0.0,2.0,3,1,28,7,-3.0,0,5.0,10,4.0,8,12,3,20,-3.0,6.0,14,2.0
Simhamukha,115,16,3.0,4.0,7,3,90,18,1.0,0,7.0,11,2.0,1,16,4,19,1.0,2.0,19,8.0
Simurg,108,15,6.0,6.0,1,0,52,13,2.0,0,6.0,8,3.0,0,16,3,16,2.0,0.0,17,5.0
Skull Drake,75,15,3.0,3.0,1,1,30,10,-1.0,0,0.0,10,5.0,1,13,2,10,-1.0,5.0,16,3.0
Skull Lantern,14,13,-2.0,1.0,0,1,10,5,-4.0,0,-3.0,4,5.0,7,8,3,5,-4.0,3.0,12,0.25
Sleipnir,105,15,2.0,8.0,1,0,36,12,0.0,0,0.0,10,1.0,1,15,2,10,0.0,1.0,20,5.0
Snow Cat,13,12,2.0,0.0,0,0,10,5,-4.0,0,-2.0,3,2.0,0,14,3,7,-4.0,6.0,10,0.25
Snow Hag,82,17,2.0,3.0,0,1,36,12,1.0,0,3.0,11,1.0,0,12,2,16,3.0,1.0,16,3.0
Song Angel,76,15,7.0,3.0,4,0,40,10,4.0,0,8.0,9,3.0,3,14,2,21,4.0,3.0,16,6.0
Sootwing,13,11,0.0,1.0,0,1,8,4,-4.0,0,-2.0,3,1.0,0,12,1,7,-4.0,3.0,12,0.25
Sooze,49,12,2.0,0.0,3,0,18,6,0.0,0,3.0,11,0.0,0,14,2,16,0.0,0.0,10,0.5
Spawn of Chernobog,95,14,1.0,4.0,1,0,39,13,0.0,0,1.0,10,1.0,2,11,2,12,0.0,3.0,18,4.0
Speaker to the Darkness,135,16,-1.0,4.0,0,0,30,6,0.0,0,7.0,18,6.0,1,12,1,18,0.0,3.0,18,5.0
Spider Drake,136,18,7.0,7.0,0,1,75,15,-2.0,0,6.0,16,5.0,1,17,1,15,-2.0,5.0,17,9.0
Spirit Lamp,82,17,2.0,6.0,3,3,33,11,1.0,0,4.0,11,7.0,4,15,4,19,1.0,4.0,16,7.0
Spree,84,15,2.0,3.0,6,1,12,6,0.0,0,2.0,13,6.0,2,9,2,15,0.0,3.0,16,5.0
Storm Lord,161,17,7.0,8.0,6,1,124,31,1.0,0,4.0,17,4.0,8,17,1,18,1.0,4.0,16,13.0
Storm Spirit,22,14,0.0,0.0,0,2,15,5,-2.0,0,-2.0,5,2.0,8,10,1,6,-2.0,2.0,11,0.5
Sunset Raptor,32,13,1.0,2.0,0,0,27,9,-3.0,0,3.0,5,2.0,0,13,2,16,-3.0,4.0,14,1.0
Suppurating Ooze,30,8,-2.0,5.0,3,1,6,6,-5.0,0,-4.0,4,-2.0,7,8,3,2,-5.0,-2.0,16,1.0
Swolbold,65,14,1.0,2.0,1,0,22,11,-2.0,0,-2.0,10,0.0,0,12,3,7,-2.0,0.0,15,3.0
Tar Ghoul,66,13,0.0,1.0,1,2,48,12,0.0,0,-1.0,12,3.0,3,12,1,8,0.0,3.0,13,4.0
Terror Bird,65,12,1.0,2.0,0,0,14,14,-4.0,0,0.0,10,1.0,0,13,2,10,-4.0,1.0,14,2.0
The Barbed,44,13,0.0,1.0,0,1,14,7,-1.0,0,0.0,8,3.0,1,10,2,11,-1.0,5.0,12,1.0
Thorned Sulfurlord,171,17,-1.0,3.0,0,2,56,14,0.0,0,1.0,18,2.0,2,17,4,12,0.0,2.0,16,11.0
Thread-Bound Constrictor Snake,60,12,0.0,1.0,3,1,13,13,-5.0,0,-4.0,8,2.0,6,10,4,3,-5.0,2.0,12,3.0
Three-Headed Clockwork Dragon,275,18,0.0,11.0,0,2,108,18,0.0,0,-5.0,22,0.0,6,20,4,1,0.0,0.0,23,14.0
Three-Headed Cobra,127,16,3.0,3.0,1,0,14,7,-3.0,0,-2.0,15,7.0,0,13,3,6,-3.0,4.0,16,5.0
Tosculi Jeweled Drone,90,15,2.0,4.0,0,0,21,7,2.0,0,3.0,12,4.0,2,12,2,17,2.0,4.0,18,4.0
Trollking Grunt,45,14,0.0,3.0,0,0,21,7,-1.0,0,0.0,6,1.0,0,10,2,10,-1.0,1.0,16,2.0
Trollkin Shaman,78,14,3.0,2.0,0,0,15,5,0.0,0,1.0,12,1.0,0,15,3,12,2.0,1.0,14,4.0
Tulpa,39,13,2.0,2.0,7,3,88,22,0.0,0,-1.0,6,3.0,9,12,3,9,0.0,3.0,14,4.0
Tusked Crimson Ogre,93,14,1.0,6.0,1,0,52,13,-3.0,0,-2.0,11,-1.0,1,8,2,7,-3.0,-1.0,16,5.0
Tveirherjar,102,18,2.0,4.0,1,1,52,13,0.0,0,2.0,12,1.0,1,12,4,14,0.0,4.0,19,7.0
Two-Headed Eagle,142,15,1.0,3.0,0,0,48,16,-2.0,0,2.0,15,5.0,1,14,3,14,-2.0,5.0,16,7.0
Undead Phoenix,142,17,7.0,7.0,0,3,60,20,-1.0,0,-1.0,15,2.0,1,17,2,9,-1.0,2.0,17,12.0
Unhatched,71,14,0.0,3.0,2,1,48,12,4.0,0,-1.0,11,2.0,5,12,3,9,4.0,2.0,16,4.0
Ursa Polaris,133,15,3.0,4.0,0,1,60,12,-3.0,0,-3.0,14,1.0,0,16,2,5,-3.0,1.0,18,7.0
Vampire Patrician,119,16,5.0,4.0,4,0,65,13,3.0,0,9.0,14,8.0,0,15,6,20,3.0,4.0,18,10.0
Vampire Priestess,105,16,8.0,3.0,4,0,28,7,1.0,0,5.0,14,4.0,1,18,4,15,1.0,1.0,16,8.0
Vampiric Knight,127,20,7.0,8.0,4,0,27,9,1.0,0,2.0,15,6.0,0,17,2,14,1.0,2.0,18,11.0
Vanara,55,13,2.0,1.0,0,0,36,12,0.0,0,1.0,10,3.0,0,14,3,12,0.0,5.0,12,2.0
