name,size_numeric,type,sub_race,ethics,morale,armor_class,hit_points,hit_dice_count,strength,dexterity,constitution,intelligence,wisdom,charisma,strength_save,dexterity_save,constitution_save,intelligence_save,wisdom_save,charisma_save,perception,damage_vulnerabilities,damage_resistances,damage_immunities,condition_immunities,passive_perception,sense_darkvision_m,sense_blindsight_m,sense_tremorsense_m,sense_truesight_m,lang_telepathy_m,languages_count,cr,actions_count,reactions_count,legendary_actions_count,special_abilities_count,spell_list_count,speed.walk,speed.swim,skills.history,skills.perception,skills.medicine,skills.religion,speed.fly,skills.stealth,speed.burrow,skills.persuasion,skills.insight,speed.climb,skills.deception,skills.arcana,speed.hover,skills.athletics,skills.acrobatics,skills.survival,skills.investigation,skills.nature,skills.intimidation,skills.performance,speed.lightwalking
Isonade,6,Monstrosity,Monstrosity,-1,0,18,222,12,30,14,26,6,18,8,14.0,2.0,12.0,-2.0,8.0,-1.0,8.0,0,0,1,0,18,27.0,0.0,0.0,0.0,0.0,3,14.0,5,0,0,4,0,,100.0,,8.0,,,,,,,,,,,,14.0,,,,,,,
Jaculus,2,Dragon,Dragon,0,-1,18,65,10,14,18,17,13,13,13,4.0,6.0,5.0,1.0,3.0,3.0,3.0,0,2,0,0,13,18.0,3.0,0.0,0.0,0.0,2,3.0,3,0,0,1,0,20.0,,,3.0,,,10.0,6.0,,,,20.0,,,,,6.0,,,,,,
Kalke,2,Fiend,Fiend,0,-1,14,9,2,8,17,12,13,7,13,-1.0,3.0,1.0,1.0,-2.0,1.0,0.0,0,0,0,0,10,36.0,0.0,0.0,0.0,0.0,3,0.25,1,0,0,3,0,30.0,,,0.0,,,,5.0,,,,30.0,,,,,,,,,,,
Kikimora,3,Fey,Fey,-1,0,15,65,10,13,18,15,12,16,21,1.0,4.0,2.0,1.0,3.0,5.0,3.0,0,3,0,0,13,18.0,0.0,0.0,0.0,0.0,2,5.0,3,0,0,2,0,30.0,,,,,,,6.0,,7.0,,,7.0,,,,,,,,,,
Kobold Alchemist,2,Humanoid,kobold,1,0,15,44,8,7,16,15,16,9,8,-2.0,5.0,2.0,3.0,-1.0,-1.0,-1.0,0,0,1,1,9,18.0,0.0,0.0,0.0,0.0,2,2.0,5,0,0,3,0,30.0,,,,3.0,,,,,,,,,5.0,,,,,,,,,
Kobold Chieftain,2,Humanoid,kobold,1,-1,17,82,15,10,17,14,11,13,14,0.0,3.0,5.0,0.0,1.0,4.0,1.0,0,0,0,2,11,18.0,0.0,0.0,0.0,0.0,2,4.0,4,1,0,2,0,30.0,,,,,,,5.0,,,,,,,,,,,,,6.0,,
Kobold Trapsmith,2,Humanoid,Humanoid,1,0,14,36,8,7,16,12,16,13,8,-2.0,3.0,1.0,3.0,1.0,-1.0,1.0,0,0,0,0,11,18.0,0.0,0.0,0.0,0.0,2,1.0,4,0,0,8,0,30.0,,,,,,,5.0,,,,,,,,,,,,,,,
Kongamato,4,Beast,Beast,0,0,16,112,15,19,18,14,2,10,7,4.0,4.0,2.0,-4.0,0.0,-2.0,3.0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.0,1,5.0,3,0,0,3,0,10.0,,,3.0,,,60.0,,,,,,,,,,,,,,,,
Koschei,3,Fiend,Fiend,0,-1,18,135,18,22,12,17,17,13,21,6.0,7.0,3.0,3.0,7.0,11.0,7.0,0,2,4,3,17,18.0,0.0,0.0,0.0,0.0,5,17.0,3,0,3,6,0,30.0,,,7.0,,,,,,,7.0,,,9.0,,,,,,,,,
Kot Bayun,3,Monstrosity,Monstrosity,0,0,15,44,8,16,16,13,12,16,17,3.0,5.0,1.0,1.0,3.0,3.0,3.0,0,0,0,0,13,18.0,0.0,0.0,0.0,0.0,2,2.0,4,0,0,2,0,40.0,,,,,,,,,,,20.0,,,,,,,,,,,
Krake Spawn,5,Monstrosity,Monstrosity,0,-1,16,150,12,24,12,22,17,15,18,11.0,1.0,10.0,7.0,2.0,8.0,2.0,0,0,3,2,12,18.0,0.0,0.0,0.0,0.0,4,9.0,6,0,0,3,0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,
Lantern Dragonette,1,Dragon,Dragon,1,0,13,28,8,7,12,13,16,13,12,-2.0,3.0,1.0,3.0,3.0,3.0,3.0,0,0,0,2,13,18.0,0.0,0.0,0.0,18.0,5,0.5,1,0,0,3,0,15.0,,5.0,3.0,,5.0,40.0,,,,,,,5.0,True,,,,,5.0,,,
Lemurfolk,2,Humanoid,lemurfolk,0,0,13,14,4,10,15,11,12,10,8,0.0,2.0,0.0,1.0,0.0,-1.0,0.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,2,0.25,2,0,0,2,0,20.0,,,,,,40.0,4.0,,,,10.0,,,,,4.0,,,,,,
Lemurfolk Greyfur,2,Humanoid,lemurfolk,0,0,13,67,15,9,16,12,16,12,10,-1.0,3.0,1.0,3.0,1.0,0.0,1.0,0,0,0,0,11,18.0,0.0,0.0,0.0,0.0,2,4.0,2,0,0,3,0,20.0,,,,,,40.0,5.0,,,,10.0,,,,,5.0,,,,,,
Leshy,3,Monstrosity,Monstrosity,-1,0,14,84,13,16,12,14,14,15,16,3.0,1.0,2.0,2.0,2.0,3.0,4.0,0,0,0,0,14,18.0,0.0,0.0,0.0,0.0,3,1.0,3,0,0,3,0,30.0,,,4.0,,,,3.0,,,,,5.0,,,,,4.0,,,,,
Library Automaton,2,Construct,Construct,1,0,13,7,2,8,13,10,14,12,8,-1.0,1.0,0.0,2.0,1.0,-1.0,1.0,0,0,1,2,11,0.0,18.0,0.0,3.0,0.0,2,0.5,2,0,0,1,0,30.0,,4.0,,,,,,,,,,,,,,,,4.0,,,,
Lich Hound,3,Undead,Undead,0,-1,14,119,14,10,18,18,6,10,16,0.0,4.0,4.0,-2.0,0.0,3.0,4.0,0,2,1,2,14,0.0,30.0,0.0,0.0,0.0,1,4.0,4,0,0,1,0,30.0,,,4.0,,,50.0,,,,,,,,,,6.0,,,,,,
Likho,3,Monstrosity,Monstrosity,-1,-1,15,90,12,16,18,16,13,16,21,3.0,4.0,7.0,1.0,3.0,8.0,6.0,0,0,0,0,16,18.0,0.0,0.0,0.0,0.0,3,6.0,3,0,0,3,0,40.0,,,6.0,,,,10.0,,,,,,,,,7.0,,,,,,
Lindwurm,4,Dragon,Dragon,0,-1,15,136,16,18,20,16,6,12,8,7.0,8.0,6.0,-2.0,1.0,-1.0,4.0,-1,0,1,3,14,18.0,0.0,36.0,0.0,0.0,0,5.0,4,0,0,3,0,40.0,20.0,,4.0,,,,9.0,,,,,,,,8.0,8.0,,,,,,
Liosalfar,4,Elemental,Elemental,0,0,17,110,20,10,25,10,18,18,12,0.0,10.0,3.0,7.0,7.0,4.0,7.0,0,8,3,10,17,0.0,36.0,0.0,18.0,0.0,5,8.0,2,0,0,6,0,,,,7.0,,,60.0,,,,7.0,,,7.0,True,,,,,,,,
Living Wick,2,Construct,Construct,0,0,13,28,8,10,10,10,5,5,5,0.0,0.0,0.0,-3.0,-3.0,-3.0,-3.0,-1,0,2,9,10,0.0,0.0,0.0,0.0,0.0,1,0.25,2,0,0,3,0,20.0,,,,,,,,,,,,,,,,,,,,,,
Lorelei,3,Fey,Fey,-1,-1,15,76,9,10,21,18,16,16,23,0.0,5.0,8.0,3.0,3.0,9.0,3.0,0,0,0,0,13,18.0,0.0,0.0,0.0,0.0,2,5.0,3,0,0,4,0,30.0,30.0,,,,,,,,9.0,,,9.0,,,,,,,,,9.0,
Loxoda,5,Monstrosity,Monstrosity,0,-1,13,147,14,19,12,19,12,14,10,4.0,1.0,4.0,1.0,2.0,0.0,2.0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,1,6.0,4,0,0,1,0,40.0,,,,,,,,,,,,,,,,,5.0,,,,,
Mahoru,4,Monstrosity,Monstrosity,0,0,15,91,14,18,19,14,3,12,7,4.0,4.0,2.0,-4.0,1.0,-2.0,3.0,0,0,0,0,13,18.0,0.0,0.0,0.0,0.0,1,3.0,3,0,0,4,0,10.0,60.0,,3.0,,,,6.0,,,,,,,,,,,,,,,
Mallqui,3,Undead,Undead,1,0,14,120,16,16,9,16,11,16,14,3.0,-1.0,3.0,3.0,3.0,5.0,3.0,0,5,2,5,13,18.0,0.0,0.0,0.0,0.0,1,8.0,4,0,0,3,0,20.0,,3.0,,,3.0,,,,,6.0,,,,,,,,,,,,
Malphas (Storm Crow),3,Fey,Fey,0,-1,16,120,16,19,19,16,14,13,14,4.0,7.0,6.0,2.0,4.0,5.0,4.0,0,0,0,0,14,18.0,0.0,0.0,0.0,0.0,4,6.0,2,1,0,4,0,40.0,,,4.0,,,30.0,,,,,,,,,,,,,,,,
Mamura,2,Aberration,fey,0,-1,16,97,13,8,18,19,17,11,16,-1.0,7.0,7.0,3.0,0.0,6.0,6.0,0,3,0,0,16,18.0,0.0,0.0,0.0,0.0,5,6.0,3,0,0,5,0,20.0,,,6.0,,,30.0,7.0,,,,,,,,,7.0,,,,,,
Mask Wight,3,Undead,Undead,0,-1,19,207,18,22,18,24,15,16,18,11.0,9.0,12.0,7.0,8.0,9.0,3.0,-1,7,2,7,13,18.0,0.0,0.0,9.0,0.0,3,13.0,4,0,0,2,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Mavka,3,Undead,Undead,-1,-1,17,170,20,20,15,18,13,13,18,9.0,6.0,8.0,1.0,1.0,8.0,5.0,0,6,2,0,15,27.0,0.0,0.0,0.0,0.0,3,12.0,2,0,0,3,0,30.0,,,5.0,,,,,,,,,,,,9.0,,,,5.0,,,
Mi-Go,3,Plant,Plant,0,-1,17,76,8,16,19,21,25,15,13,6.0,4.0,8.0,7.0,2.0,4.0,5.0,0,2,0,0,15,72.0,9.0,0.0,0.0,0.0,3,5.0,2,1,0,3,0,30.0,,,5.0,5.0,,60.0,7.0,,,,,7.0,10.0,,,,,,,,,
Millitaur,4,Monstrosity,Monstrosity,0,0,14,85,10,18,14,16,8,12,10,4.0,2.0,3.0,-1.0,1.0,0.0,1.0,0,3,0,1,11,18.0,0.0,9.0,0.0,0.0,1,3.0,2,0,0,0,0,40.0,,,,,,,,20.0,,,30.0,,,,,4.0,,,,,,
Map Mimic,1,Aberration,shapechanger,0,0,14,32,5,10,15,14,13,15,16,0.0,2.0,2.0,1.0,2.0,3.0,2.0,0,0,1,1,14,18.0,0.0,0.0,0.0,0.0,1,0.25,1,0,0,4,0,30.0,,,,,,15.0,,,,,,,,,,,,,,,,
Mindrot Thrall,3,Plant,Plant,0,0,15,82,11,15,14,17,11,14,6,2.0,2.0,5.0,0.0,2.0,-2.0,2.0,0,2,2,3,12,0.0,0.0,9.0,0.0,0.0,1,3.0,4,0,0,1,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Mirager,3,Fey,shapechanger,0,-1,13,78,12,12,16,14,10,14,20,1.0,3.0,2.0,0.0,2.0,5.0,4.0,0,0,0,0,14,18.0,0.0,0.0,0.0,0.0,2,3.0,4,0,0,3,0,30.0,,,4.0,,,,,,,,,7.0,,,,,,,,,9.0,
Miremal,2,Fey,Fey,-1,-1,13,22,5,10,16,12,10,12,8,0.0,3.0,1.0,0.0,1.0,-1.0,3.0,0,0,0,0,13,18.0,0.0,0.0,0.0,0.0,2,0.5,4,1,0,3,0,30.0,30.0,,3.0,,,,5.0,,,,,,,,,,3.0,,,,,
Mngwa,3,Aberration,Aberration,0,-1,16,91,14,19,17,15,11,17,17,4.0,3.0,2.0,0.0,3.0,3.0,5.0,0,0,0,0,15,18.0,0.0,0.0,0.0,0.0,3,4.0,3,0,0,5,0,40.0,,,5.0,,,,7.0,,,,,,,,,,,,,,,
Monolith Champion,4,Construct,Construct,0,0,17,102,12,19,12,16,10,10,10,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0,0,4,5,10,18.0,0.0,0.0,0.0,0.0,2,8.0,3,0,0,2,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Monolith Footman,4,Construct,Construct,0,0,14,60,8,18,12,14,10,10,10,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0,4,5,10,18.0,0.0,0.0,0.0,0.0,2,3.0,2,0,0,3,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Mordant Snare,6,Aberration,Aberration,-1,-1,18,264,16,23,16,22,15,14,6,6.0,3.0,6.0,2.0,2.0,-2.0,2.0,0,1,1,1,12,18.0,0.0,18.0,0.0,0.0,2,15.0,4,0,0,4,0,10.0,,,,,,,,20.0,,,,8.0,,,,,,,,,,
Morphoi,3,Plant,shapechanger,-1,-1,13,33,6,11,16,13,14,10,15,0.0,3.0,1.0,2.0,0.0,2.0,0.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,1,0.5,3,0,0,3,0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,
Moss Lurker,2,Humanoid,Humanoid,-1,0,15,45,10,14,14,12,12,10,10,4.0,4.0,1.0,1.0,0.0,0.0,2.0,0,0,2,2,12,0.0,18.0,0.0,0.0,0.0,3,1.0,4,0,0,4,0,30.0,,,2.0,,,,4.0,,,,,,,,,,,,,,,
Venomous Mummy,3,Undead,Undead,1,-1,11,58,9,16,8,15,7,10,14,3.0,-1.0,2.0,-2.0,2.0,2.0,0.0,-1,3,2,5,10,18.0,0.0,0.0,0.0,0.0,1,3.0,1,0,0,2,0,20.0,,,,,,,,,,,,,,,,,,,,,,
Deathcap Myconid,3,Plant,Plant,0,-1,15,90,12,12,10,16,10,11,9,1.0,0.0,3.0,0.0,0.0,-1.0,0.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,1,4.0,4,0,0,2,0,20.0,,,,,,,,,,,,,,,,,,,,,,
Myling,2,Undead,Undead,-1,-1,13,45,10,15,10,12,10,12,10,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0,3,2,5,11,18.0,0.0,0.0,0.0,0.0,1,2.0,4,0,0,0,0,30.0,,,,,,,4.0,10.0,,,,,,,,,,,,,,
Naina,4,Dragon,shapechanger,1,-1,17,231,22,20,16,21,15,18,18,5.0,7.0,9.0,6.0,8.0,8.0,8.0,0,3,0,3,18,18.0,0.0,0.0,0.0,0.0,5,11.0,7,0,0,3,0,40.0,,,8.0,,,120.0,,,,8.0,,8.0,6.0,,,,,,,,,
Nichny,3,Fey,Fey,0,-1,17,112,15,17,19,17,18,18,19,3.0,7.0,3.0,4.0,4.0,4.0,7.0,0,7,1,5,17,18.0,0.0,0.0,0.0,0.0,4,6.0,2,0,0,6,0,30.0,,,7.0,,,,,,,7.0,30.0,,,,,7.0,,,,,,
Nightgarm,4,Monstrosity,Monstrosity,-1,-1,15,114,12,20,14,18,10,15,16,5.0,2.0,4.0,0.0,2.0,3.0,5.0,-2,5,0,0,15,18.0,0.0,0.0,0.0,60.0,4,6.0,1,0,0,5,0,20.0,,,5.0,,,,5.0,,,,,,,,,,,,,,,
Nkosi,3,Humanoid,"shapechanger, nkosi",1,0,15,11,2,16,16,12,10,10,8,3.0,3.0,1.0,0.0,0.0,-1.0,0.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,1,0.5,3,0,0,3,0,30.0,,,,,,,,,,,,,,,,,2.0,,,,,
Nkosi Pridelord,3,Humanoid,"shapechanger, nkosi",1,0,16,93,17,18,18,12,10,10,14,4.0,4.0,1.0,0.0,0.0,2.0,0.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,1,4.0,5,0,0,4,0,30.0,,,,,,,,,,,,,,,,,2.0,,,,,
Nkosi War Ostrich,4,Beast,Beast,0,0,11,42,5,15,12,16,2,10,5,2.0,1.0,3.0,-4.0,0.0,-3.0,0.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,1,0.5,2,0,0,2,0,60.0,,,,,,,,,,,,,,,,,,,,,,
Noctiny,3,Humanoid,noctiny,0,-1,13,52,8,12,13,14,10,11,16,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0,0,0,1,10,0.0,0.0,0.0,0.0,0.0,2,2.0,2,0,0,3,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Oculo Swarm,4,Aberration,Swarm,0,-1,15,110,13,10,20,16,8,15,17,0.0,5.0,3.0,-1.0,2.0,3.0,6.0,0,3,0,7,16,18.0,0.0,0.0,0.0,0.0,1,4.0,2,0,0,1,0,5.0,,,6.0,,,40.0,7.0,,,6.0,,,,True,,,,,,,,
Oozasis,6,Ooze,Ooze,0,0,7,217,14,18,5,20,12,22,18,4.0,-3.0,5.0,5.0,10.0,8.0,10.0,-1,5,1,6,20,0.0,18.0,36.0,0.0,36.0,2,9.0,4,0,0,3,0,20.0,20.0,5.0,10.0,,,,,,,10.0,20.0,8.0,,,,,,,,,,
Corrupting Ooze,4,Ooze,Ooze,0,-1,12,115,10,16,10,22,4,2,1,3.0,0.0,6.0,-3.0,-4.0,-5.0,-4.0,0,2,3,5,5,0.0,18.0,18.0,0.0,0.0,1,5.0,1,0,0,2,0,20.0,30.0,,,,,,3.0,,,,,,,,,,,,,,,
Ostinato,3,Aberration,Aberration,-1,0,15,39,6,1,20,15,5,12,17,-5.0,5.0,2.0,-3.0,1.0,3.0,3.0,-1,7,1,9,13,18.0,0.0,0.0,0.0,60.0,1,4.0,4,0,0,3,0,,,,3.0,,,50.0,,,,,,,,True,,,,,,,,
Pombero,3,Fey,Fey,-1,0,15,90,12,17,16,16,8,10,14,3.0,3.0,3.0,-1.0,0.0,2.0,0.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,1,3.0,4,0,0,4,0,30.0,,,,,,,5.0,,,,,,,,5.0,,,,,,,
Possessed Pillar,4,Construct,Construct,0,0,14,95,10,20,8,19,3,11,1,5.0,-1.0,4.0,-4.0,0.0,-5.0,0.0,0,0,5,6,10,36.0,0.0,0.0,0.0,0.0,1,7.0,2,0,0,5,0,20.0,,,,,,,,,,,,,,,,,,,,,,
Putrid Haunt,3,Undead,Undead,0,-1,13,44,8,17,8,13,6,11,6,3.0,-1.0,1.0,-2.0,0.0,-2.0,0.0,0,2,1,3,10,18.0,0.0,0.0,0.0,0.0,1,2.0,2,0,0,2,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Qwyllion,3,Aberration,Aberration,0,-1,16,110,13,12,20,19,12,13,16,1.0,5.0,8.0,1.0,1.0,6.0,4.0,0,7,0,0,14,18.0,0.0,0.0,0.0,0.0,5,8.0,4,0,0,2,0,30.0,,,4.0,,,,,,,,,,,,,11.0,,,,,,
Ramag,3,Humanoid,ramag,0,0,13,27,6,9,14,10,16,12,11,-1.0,2.0,0.0,3.0,1.0,0.0,1.0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,1,0.25,2,0,0,1,0,30.0,,,,,,,,,,,,,5.0,,,,,5.0,,,,
Rat King,3,Monstrosity,Monstrosity,-1,-1,14,76,9,6,16,18,11,15,16,-2.0,3.0,4.0,0.0,2.0,3.0,2.0,0,3,1,7,12,18.0,0.0,0.0,0.0,0.0,2,5.0,3,1,0,2,0,30.0,,,,,,,6.0,20.0,,,,,,,,,,,,,,
Ratatosk,1,Celestial,Celestial,-1,0,14,42,12,4,18,12,17,10,18,-3.0,4.0,1.0,3.0,4.0,4.0,0.0,0,3,0,0,10,18.0,0.0,0.0,0.0,30.0,3,4.0,2,1,0,2,0,20.0,,,,,,,6.0,,6.0,,20.0,6.0,,,,,,,,,,
Ratfolk,2,Humanoid,ratfolk,0,0,14,7,2,7,15,11,14,10,10,-2.0,2.0,0.0,2.0,0.0,0.0,2.0,0,0,0,0,12,18.0,0.0,0.0,0.0,0.0,1,0.25,2,0,0,2,0,25.0,10.0,,2.0,,,,,,,,,,,,,,,,,,,
Ratfolk Rogue,2,Humanoid,ratfolk,0,0,15,18,4,7,16,12,14,10,10,-2.0,3.0,1.0,2.0,0.0,0.0,2.0,0,0,0,0,12,18.0,0.0,0.0,0.0,0.0,2,1.0,3,0,0,4,0,25.0,10.0,,2.0,,,,7.0,,,,,,,,,5.0,,,,,,
Ravenala,4,Plant,Plant,0,0,15,126,12,20,10,20,12,16,12,5.0,0.0,5.0,1.0,6.0,6.0,3.0,-2,2,0,2,13,0.0,0.0,0.0,0.0,0.0,4,5.0,4,0,0,3,0,30.0,,,,,,,,,,,,,,,,,,,,,,
Ravenfolk Scout,3,Humanoid,kenku,0,0,14,21,6,10,14,8,10,15,12,0.0,4.0,1.0,0.0,4.0,3.0,6.0,0,0,0,0,16,36.0,0.0,0.0,0.0,0.0,3,0.5,5,0,0,1,0,30.0,,,6.0,,,,6.0,,,,,3.0,,,,,,,,,,
Ravenfolk Warrior,3,Humanoid,kenku,0,0,15,78,12,12,16,14,10,13,10,1.0,5.0,2.0,0.0,3.0,2.0,5.0,0,0,0,0,15,36.0,0.0,0.0,0.0,0.0,3,3.0,6,1,0,2,0,30.0,,,5.0,,,,5.0,,,,,2.0,,,,,,,,,,
Ravenfolk Doom Croaker,3,Humanoid,kenku,0,0,14,88,16,10,14,12,12,18,14,3.0,5.0,1.0,1.0,7.0,2.0,10.0,0,0,0,0,20,36.0,0.0,0.0,0.0,0.0,3,5.0,2,0,0,3,0,30.0,,,10.0,,,,,,,,,,,,,,,,,,,
Redcap,3,Fey,Fey,0,-1,15,105,14,20,10,17,11,13,8,5.0,0.0,6.0,0.0,1.0,-1.0,1.0,0,3,0,2,11,18.0,0.0,0.0,0.0,0.0,3,6.0,3,0,0,3,0,40.0,,,,,,,,,,,,,,,8.0,,,,,5.0,,
Rift Swine,4,Aberration,Aberration,-1,0,15,110,13,18,10,17,4,12,5,4.0,0.0,3.0,-3.0,1.0,-3.0,1.0,0,2,0,0,11,18.0,0.0,0.0,0.0,0.0,1,5.0,3,0,0,2,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Adult Rime Worm,4,Elemental,Elemental,0,0,15,105,10,20,14,20,6,14,3,8.0,2.0,8.0,-2.0,2.0,-4.0,2.0,0,0,2,0,12,60.0,0.0,0.0,0.0,0.0,1,6.0,4,0,0,2,0,30.0,30.0,,,,,,,30.0,,,,,,,,,,,,,,
Rime Worm Grub,3,Elemental,Elemental,0,0,13,45,6,16,12,16,4,12,3,5.0,1.0,5.0,-3.0,1.0,-4.0,1.0,0,1,0,0,11,60.0,0.0,0.0,0.0,0.0,1,1.0,3,0,0,2,0,30.0,30.0,,,,,,,20.0,,,,,,,,,,,,,,
Risen Reaver,4,Undead,Undead,-1,-1,15,168,16,19,16,20,9,7,6,4.0,6.0,5.0,-1.0,-2.0,-2.0,1.0,0,0,0,0,11,36.0,0.0,0.0,0.0,0.0,1,7.0,2,0,0,4,0,40.0,,,1.0,,,,,,,,,,,,,,,,,,,
Roachling Skirmisher,2,Humanoid,roachling,-1,0,13,7,2,10,14,11,10,9,8,0.0,4.0,2.0,0.0,-1.0,-1.0,-1.0,0,0,0,0,9,18.0,0.0,3.0,0.0,0.0,1,0.25,2,0,0,2,0,25.0,,,,,,,6.0,,,,,,,,,4.0,,,,,,
Roachling Lord,2,Humanoid,roachling,-1,0,15,63,14,10,16,12,10,10,10,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,9,18.0,0.0,3.0,0.0,0.0,1,2.0,3,0,0,2,0,25.0,,,,,,,7.0,,,,,,,,,5.0,,,,,,
Rotting Wind,4,Undead,Undead,0,-1,15,82,11,14,20,15,7,12,10,2.0,5.0,2.0,-2.0,1.0,0.0,1.0,0,3,2,10,10,0.0,18.0,0.0,0.0,0.0,1,6.0,1,0,0,3,0,0.0,,,,,,60.0,,,,,,,,True,,,,,,,,
Rusalka,3,Undead,Undead,-1,-1,14,88,16,17,13,12,11,15,18,3.0,1.0,1.0,0.0,2.0,4.0,2.0,0,0,4,4,12,18.0,0.0,0.0,0.0,0.0,1,6.0,2,0,0,3,0,30.0,40.0,,,,,,,,,,,,,,,,,,,,,
Sand Silhouette,3,Undead,Undead,0,-1,15,105,14,18,12,17,7,12,10,4.0,1.0,3.0,-2.0,1.0,0.0,1.0,0,3,2,10,11,18.0,0.0,18.0,0.0,0.0,1,6.0,4,0,0,4,0,30.0,,,,,,,,30.0,,,,,,,,,,,,,,
Sandman,3,Celestial,Celestial,-1,0,14,82,11,11,19,16,13,14,19,0.0,4.0,7.0,1.0,2.0,7.0,2.0,0,6,2,5,12,0.0,0.0,0.0,18.0,0.0,5,5.0,2,0,0,4,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Sandwyrm,4,Dragon,Dragon,0,0,15,142,15,20,12,18,5,13,8,5.0,1.0,4.0,-3.0,1.0,-1.0,7.0,0,0,0,0,17,18.0,0.0,36.0,0.0,0.0,0,6.0,4,0,0,1,0,20.0,,,7.0,,,,4.0,40.0,,,,,,,,,,,,,,
Sap Demon,2,Ooze,Ooze,-1,-1,13,67,15,14,6,12,10,14,10,2.0,-2.0,1.0,0.0,2.0,0.0,2.0,0,2,3,6,12,0.0,27.0,0.0,0.0,0.0,2,4.0,3,0,0,2,0,20.0,,,,,,,,,,,20.0,,,,,,,,,,,
Sarcophagus Slime,3,Undead,Undead,0,-1,11,105,14,14,12,18,3,12,12,2.0,1.0,4.0,-4.0,4.0,4.0,1.0,0,2,1,7,11,0.0,18.0,0.0,0.0,0.0,1,5.0,4,0,0,1,0,20.0,,,,,,,4.0,,,,,,,,,,,,,,,
Sathaq Worm,5,Elemental,Elemental,0,-1,16,172,15,22,6,20,5,12,9,6.0,-2.0,5.0,-3.0,1.0,-1.0,5.0,-1,4,2,5,15,0.0,0.0,18.0,0.0,0.0,3,10.0,1,0,0,4,0,20.0,20.0,,5.0,,,,2.0,20.0,,,,,,,,,,,,,,
Savager,4,Beast,Beast,0,-1,17,115,1,22,14,22,2,10,13,6.0,5.0,9.0,-4.0,0.0,1.0,3.0,0,3,0,2,13,18.0,0.0,0.0,0.0,0.0,0,8.0,3,0,0,2,0,40.0,,,3.0,,,,,,,,20.0,,,,,,,,,,,
Scheznyki,2,Fey,Fey,-1,-1,16,153,18,19,15,18,15,16,16,10.0,2.0,10.0,2.0,3.0,3.0,3.0,0,0,0,1,13,18.0,0.0,0.0,0.0,0.0,3,6.0,3,0,0,2,0,20.0,,,,,,,,,,,15.0,,,,,,,,,,,
Night Scorpion,4,Beast,Beast,0,0,14,90,12,15,14,14,1,9,3,2.0,2.0,2.0,-5.0,-1.0,-4.0,-1.0,0,0,0,0,9,0.0,18.0,0.0,0.0,0.0,1,3.0,3,0,0,0,0,40.0,,,,,,,,,,,,,,,,,,,,,,
Stygian Fat-Tailed Scorpion,1,Beast,Beast,0,0,14,10,4,3,16,10,1,10,2,-4.0,3.0,0.0,-5.0,0.0,-4.0,0.0,0,0,0,0,10,18.0,0.0,0.0,0.0,0.0,1,3.0,3,0,0,0,0,30.0,,,,,,,,,,,20.0,,,,,,,,,,,
Selang,3,Fey,Fey,-1,-1,15,76,9,18,15,18,12,14,19,4.0,4.0,6.0,1.0,2.0,6.0,6.0,0,3,2,0,16,18.0,0.0,0.0,0.0,0.0,4,4.0,5,0,0,1,0,40.0,,,6.0,,,,,,,,,,,,,,,,,,8.0,
Serpopard,4,Beast,Beast,0,0,15,85,10,17,16,16,2,12,6,3.0,3.0,3.0,-4.0,1.0,-2.0,3.0,0,1,0,1,13,18.0,0.0,0.0,0.0,0.0,1,4.0,4,0,0,2,0,40.0,30.0,,3.0,,,,5.0,,,,,,,,,,,,,,,
Shabti,3,Construct,Construct,0,0,17,102,12,14,20,18,6,11,6,2.0,5.0,4.0,-2.0,0.0,-2.0,0.0,0,0,5,6,10,18.0,0.0,0.0,0.0,0.0,1,8.0,3,0,0,4,0,40.0,,,,,,,,,,,,,,,,,,,,,,
